timestamp,campaign,qr_code,city,region,country,latitude,longitude,device,browser,scanner_id
2026-07-17T20:22:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-92
2026-07-18T21:29:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-94
2026-07-19T08:36:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-96
2026-07-20T10:43:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-98
2026-07-21T13:50:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-100
2026-07-22T16:57:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-102
2026-07-23T18:04:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-104
2026-07-24T19:11:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-106
2026-07-25T20:18:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-108
2026-07-26T21:25:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-110
2026-07-27T08:32:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-112
2026-07-28T10:39:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-114
2026-07-29T13:46:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-116
2026-07-30T16:53:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-118
2026-07-01T18:00:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-120
2026-07-02T19:07:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-122
2026-07-03T20:14:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-124
2026-07-04T21:21:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-126
2026-07-05T08:28:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-128
2026-07-06T10:35:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-130
2026-07-07T13:42:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-132
2026-07-08T16:49:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-134
2026-07-09T18:56:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-136
2026-07-10T19:03:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-138
2026-07-11T20:10:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-140
2026-07-12T21:17:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-142
2026-07-13T08:24:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-144
2026-07-14T10:31:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-146
2026-07-15T13:38:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-148
2026-07-16T16:45:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-150
2026-07-17T18:52:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-152
2026-07-18T19:59:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-154
2026-07-19T20:06:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-156
2026-07-20T21:13:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-158
2026-07-21T08:20:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-160
2026-07-22T10:27:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-162
2026-07-23T13:34:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-164
2026-07-24T16:41:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-166
2026-07-25T18:48:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-168
2026-07-26T19:55:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-170
2026-07-27T20:02:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-172
2026-07-28T21:09:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-174
2026-07-29T08:16:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-176
2026-07-30T10:23:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-178
2026-07-01T13:30:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-180
2026-07-02T16:37:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-182
2026-07-03T18:44:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-184
2026-07-04T19:51:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-186
2026-07-05T20:58:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-188
2026-07-06T21:05:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-190
2026-07-07T08:12:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-192
2026-07-08T10:19:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-194
2026-07-09T13:26:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-196
2026-07-10T16:33:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-198
2026-07-11T18:40:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-200
2026-07-12T19:47:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-202
2026-07-13T20:54:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-204
2026-07-14T21:01:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-206
2026-07-15T08:08:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-208
2026-07-16T10:15:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-210
2026-07-17T13:22:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-212
2026-07-18T16:29:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-214
2026-07-19T18:36:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-216
2026-07-20T19:43:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-218
2026-07-21T20:50:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-220
2026-07-22T21:57:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-222
2026-07-23T08:04:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-224
2026-07-24T10:11:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-226
2026-07-25T13:18:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-228
2026-07-26T16:25:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-230
2026-07-27T18:32:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-232
2026-07-28T19:39:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-234
2026-07-29T20:46:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-236
2026-07-30T21:53:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-238
2026-07-01T08:00:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-240
2026-07-02T10:07:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-242
2026-07-03T13:14:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-244
2026-07-04T16:21:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-246
2026-07-05T18:28:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-248
2026-07-06T19:35:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-250
2026-07-07T20:42:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-252
2026-07-08T21:49:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-254
2026-07-09T08:56:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-256
2026-07-10T10:03:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-258
2026-07-11T13:10:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-260
2026-07-12T16:17:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-262
2026-07-13T18:24:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-264
2026-07-14T19:31:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-266
2026-07-15T20:38:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-268
2026-07-16T21:45:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-270
2026-07-17T08:52:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-272
2026-07-18T10:59:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-274
2026-07-19T13:06:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-276
2026-07-20T16:13:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-278
2026-07-21T18:20:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-280
2026-07-22T19:27:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-282
2026-07-23T20:34:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-284
2026-07-24T21:41:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-286
2026-07-25T08:48:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-288
2026-07-26T10:55:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-290
2026-07-27T13:02:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-292
2026-07-28T16:09:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-294
2026-07-29T18:16:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-296
2026-07-30T19:23:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-298
2026-07-01T20:30:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-300
2026-07-02T21:37:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-302
2026-07-03T08:44:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-304
2026-07-04T10:51:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-306
2026-07-05T13:58:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-308
2026-07-06T16:05:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-310
2026-07-07T18:12:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-312
2026-07-08T19:19:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-314
2026-07-09T20:26:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-316
2026-07-10T21:33:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-318
2026-07-11T08:40:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-320
2026-07-12T10:47:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-322
2026-07-13T13:54:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-324
2026-07-14T16:01:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-326
2026-07-15T18:08:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-328
2026-07-16T19:15:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-330
2026-07-17T20:22:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-332
2026-07-18T21:29:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-334
2026-07-19T08:36:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-336
2026-07-20T10:43:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-338
2026-07-21T13:50:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-340
2026-07-22T16:57:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-342
2026-07-23T18:04:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-344
2026-07-24T19:11:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-346
2026-07-25T20:18:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-348
2026-07-26T21:25:00+05:30,July Notebook QR Pilot,NCR-STATE-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Chrome,anon-350
2026-07-27T08:32:00+05:30,July Notebook QR Pilot,SCHOOL-PACK-01,Delhi,Delhi,India,28.6139,77.209,Mobile,Samsung Internet,anon-352
2026-07-28T10:39:00+05:30,July Notebook QR Pilot,RETAIL-PARTNER-01,Delhi,Delhi,India,28.6139,77.209,Tablet,Chrome,anon-354
2026-07-29T13:46:00+05:30,July Notebook QR Pilot,NCR-STATE-02,Delhi,Delhi,India,28.6139,77.209,Mobile,Edge,anon-356
2026-07-30T16:53:00+05:30,July Notebook QR Pilot,COVER-INSIDE-01,Delhi,Delhi,India,28.6139,77.209,Desktop,Safari,anon-358
